GeneSymbol	cohort1_rep1	cohort1_rep2	cohort2_rep1	cohort2_rep2
TMC5	45	46	7	8
CLEC19A	0	0	1	1
SYT17	293	419	394	437
ITPRIPL2	1457	1605	4687	4748
COQ7	300	410	155	170
LOC102723385	2	0	0	3
RNU6-1340P	1	0	0	1
TMC7	102	143	138	143
SMG1	2989	3515	2584	2842
ARL6IP1	2432	3132	4233	4534
RPS15A	3720	4745	4184	4519
ABCC6P1	2	1	0	0
NOMO2	516	623	572	628
MIR3179-3	0	0	0	0
MIR3670-3	0	0	0	0
MIR3180-3	0	0	0	0
MIR6770-3	0	0	0	0
PKD1P5	0	2	1	7
PKD1P5-LOC105376752	2	5	3	1
NPIPA9	0	0	0	0
MIR6511A4	0	0	0	0
PKD1P4	1	1	0	0
NPIPA8	0	0	0	0
PKD1P4-NPIPA8	0	0	0	1
LOC100133137	0	0	0	0
RPL7P47	0	1	4	2
LOC102723692	2	3	0	0
XYLT1	386	493	540	560
TCERG1P2	0	0	0	0
LOC441750	0	0	0	0
LOC100133127	0	0	0	0
NPIPA7	3	0	0	1
MIR6511A3	0	0	0	0
PKD1P2	7	2	6	2
MIR6770-2	0	0	0	0
MIR6511A2	0	0	0	0
PKD1P1	67	63	77	89
MIR3180-2	0	0	0	0
MIR3670-2	0	0	0	0
MIR3179-2	0	0	0	0
NOMO3	97	100	125	101
ABCC6	3	5	0	0
RPL17P40	0	0	0	0
ABCC1	882	1046	2751	2922
RPL15P20	21	28	45	64
RNU6-213P	0	0	0	1
CEP20	694	853	1119	1179
MYH11	3	1	3	2
NDE1	228	249	659	725
MIR484	0	0	0	0
MIR6506	0	0	0	0
MARF1	1135	1365	2444	2516
BMERB1	147	176	20	19
MPV17L	0	0	0	0
NPIPA5	0	8	9	6
MIR3180-4	0	0	0	0
MIR6511B2	0	0	0	0
PKD1P6	83	107	105	123
PKD1P6-NPIPP1	0	2	0	2
NPIPP1	38	31	38	46
LOC100505915	0	5	1	1
RRN3	1642	2050	1022	1072
NTAN1	127	132	298	251
MIR1972-1	0	0	0	1
LOC728138	6	6	14	13
PDXDC1	1506	1932	3188	3359
NPIPA1	0	0	0	0
MIR6770-1	0	0	0	0
MIR6511A1	0	0	0	0
LOC100288162	0	0	0	0
PKD1P3	4	2	2	1
PKD1P3-NPIPA1	0	0	0	0
MIR3180-1	1	0	0	1
MIR3670-1	0	0	0	0
MIR3179-1	0	0	0	0
NOMO1	417	503	603	620
ABCC6P2	3	1	0	0
NPIPA2	0	0	0	3
NPIPA3	0	1	0	0
PLA2G10	2	8	0	0
RNU7-125P	0	1	2	0
BFAR	720	954	931	959
RN7SL274P	0	0	0	0
PARN	1019	1203	1040	1128
LINC02130	2	0	0	0
MIR365A	0	4	1	0
MIR193B	0	0	0	1
MIR193BHG	59	57	57	75
TRT-CGT2-1	0	0	0	0
TVP23CP2	7	17	26	20
MRTFB	1516	2005	1112	1163
LINC02186	0	0	0	0
LINC02185	0	0	0	0
RPS26P52	0	0	0	0
ERCC4	299	358	328	339
TMF1P1	1	1	1	0
SHISA9	311	382	808	899
RPL35AP34	0	0	0	0
MIR4718	0	0	0	0
CPPED1	287	383	162	177
RPS23P6	0	1	0	0
SNX29	323	397	322	365
UBL5P4	1	2	2	1
TNFRSF17	0	0	0	0
NPIPB2	6	3	10	12
COX6CP1	426	524	167	158
GSPT1	3620	4520	4967	5424
RSL1D1	3973	5019	5852	6122
BCAR4	0	0	0	0
ZC3H7A	711	833	930	990
TXNDC11	249	330	463	493
SNN	250	284	245	245
LITAF	1896	2288	3732	3881
LOC101927131	0	0	0	0
LOC100420951	0	0	0	0
LOC400499	17	20	6	6
RMI2	340	448	398	434
LOC105371083	7	5	0	1
MIR548H2	0	0	0	0
PRM1	0	0	0	0
PRM2	0	0	0	0
PRM3	0	0	0	0
TNP2	0	0	0	0
SOCS1	60	69	3	5
HNRNPCP4	2	1	0	0
RPL7P46	6	5	3	5
CLEC16A	666	836	770	891
DEXI	166	251	180	197
CIITA	6	7	0	0
LOC729945	0	0	0	0
TVP23A	0	2	0	2
NUBP1	475	548	200	266
MTATP6P24	0	0	1	0
MTCO3P24	0	0	0	0
MTND3P13	0	0	0	0
MTND4LP24	0	0	0	0
MTND4P34	0	1	0	0
MTND5P33	0	0	0	0
MTND6P33	0	0	0	0
MTCYBP33	0	0	0	0
TEKT5	4	2	0	3
EMP2	6522	8498	2820	2870
LINC01290	14	17	4	3
RNU6-633P	0	0	0	0
ATF7IP2	149	169	111	101
RN7SL493P	9	20	22	30
IMPDH1P11	1	0	0	1
GRIN2A	0	0	0	0
RNA5SP404	0	0	0	0
RNA5SP403	0	0	0	0
LINC01195	0	0	0	0
LINC01177	0	0	0	0
LINC02177	0	0	0	0
RPL21P119	3	2	1	4
C16orf72	1295	1597	1675	1733
USP7	3328	4244	3970	4047
CARHSP1	328	459	653	708
LOC100130283	9	16	20	9
PMM2	602	778	1055	1094
TMEM186	259	321	183	188
RNU7-63P	0	0	0	0
RN7SL743P	5	6	3	1
ABAT	3091	3865	2823	2920
METTL22	111	155	198	198
TMEM114	0	0	0	0
LOC100131080	0	0	0	0
RPS26P51	0	0	0	0
RNU6-328P	0	0	0	0
RNU6-457P	0	0	0	0
RNU7-99P	0	0	0	0
RBFOX1	0	0	1	0
MIR8065	0	0	0	0
LINC01570	0	0	0	0
NPM1P3	3	2	3	2
SNRPCP20	0	0	0	0
RPS3AP48	0	0	0	1
ENPP7P14	0	0	0	1
EEF2KMT	201	245	135	169
ALG1	248	321	166	180
C16orf89	0	1	0	0
NAGPA-AS1	5	5	1	1
NAGPA	116	132	106	119
SEC14L5	11	24	2	0
PPL	1475	1761	2253	2317
UBN1	1129	1442	1187	1288
GLYR1	1598	2012	1944	2146
ROGDI	253	323	195	229
SMIM22	71	65	51	51
SEPTIN12	0	0	0	0
ZNF500	168	222	170	182
C16orf71	5	15	3	1
ANKS3	154	191	149	121
NUDT16L1	343	414	314	389
MIR6769A	0	0	1	2
RN7SL850P	0	0	0	0
MGRN1	1078	1318	1022	1158
UBALD1	376	506	579	597
SUB1P3	53	60	90	112
C16orf96	1	0	0	0
CDIP1	0	0	0	0
HMOX2	437	539	766	792
NMRAL1	419	504	769	803
DNAJA3	1253	1561	1429	1440
VASN	350	441	760	765
CORO7	54	56	92	66
PAM16	0	1	1	1
CORO7-PAM16	0	0	0	0
GLIS2-AS1	4	4	0	0
GLIS2	272	327	570	608
TFAP4	507	604	414	449
LINC01569	19	33	40	35
SRL	0	2	0	0
DBIP3	0	0	0	0
ADCY9	601	725	281	318
LINC02861	14	9	0	2
CREBBP	3131	3815	3120	3274
TRAP1	2267	2881	2616	2812
DNASE1	374	364	205	248
SLX4	273	379	262	319
NLRC3	5	3	2	0
CLUAP1	518	665	263	298
RPL18P12	1	4	0	0
C16orf90	0	0	0	0
MIR6126	0	0	0	0
NAA60	633	733	852	924
ZNF597	1	1	308	338
ZNF174	163	187	237	207
ZSCAN32	322	363	380	392
MTRNR2L4	0	0	0	0
MTND1P8	0	0	0	0
MTND2P34	0	1	2	1
MTCO1P28	0	0	0	0
MTCO2P28	0	2	4	2
OR2C1	0	0	0	0
LOC646140	0	0	0	0
ZNF75A	119	123	149	136
TIGD7	34	40	31	34
ZNF263	797	953	528	599
LINC00921	30	36	11	11
MEFV	3	2	0	4
ZNF200	160	207	212	235
OR1F2P	0	1	1	1
TRK-CTT14-1	0	0	0	0
TRR-CCT5-1	0	0	1	0
TRP-AGG1-1	0	0	0	0
TRK-CTT4-1	0	0	0	2
TRP-AGG2-8	0	1	0	0
OR1F1	6	4	1	4
TRP-TGG3-5	0	0	0	0
TRP-TGG3-4	0	0	0	0
TRP-AGG2-7	2	0	0	0
TRK-CTT5-1	1	0	0	0
TRK-CTT2-5	0	1	0	0
TRP-CGG1-2	0	0	0	0
TRP-TGG4-1	0	0	0	0
TRP-TGG3-3	0	1	0	0
TRK-CTT3-1	10	1	1	1
TRR-CCT3-1	0	1	2	1
TRP-AGG6-1	0	0	0	0
TRR-CCG1-3	0	0	0	0
CASP16P	1	0	0	0
ZNF213	401	468	292	304
ZNF213-AS1	31	55	22	31
ZNF205	183	209	186	200
ZNF205-AS1	14	19	3	2
ZSCAN10	2	0	0	0
RNU1-22P	0	0	0	0
RNU1-125P	0	0	0	0
IL32	0	3	0	2
MMP25-AS1	86	124	58	57
MMP25	15	16	42	32
LOC100128770	1	1	1	4
BICDL2	256	250	346	404
THOC6	474	629	192	217
HCFC1R1	415	485	119	106
TNFRSF12A	896	1132	2262	2393
CLDN6	1	1	1	0
CLDN9	56	43	32	40
LOC101929613	2	3	1	0
LINC00514	0	3	2	0
PKMYT1	241	351	375	380
PAQR4	554	681	706	741
KREMEN2	307	377	108	115
FLYWCH1	361	418	415	380
FLYWCH2	355	413	265	304
PRSS22	150	220	173	160
PRSS30P	0	0	0	0
ZG16B	278	345	84	87
EIF1P4	1	0	0	0
PRSS21	0	0	0	0
PRSS41	0	0	0	0
SNORA3C	0	0	0	0
PRSS33	0	0	1	0
ELOB	1395	1719	1227	1341
SRRM2	9179	11254	11451	12239
SRRM2-AS1	8	21	4	3
PRSS27	33	36	19	24
KCTD5	502	562	591	678
ERVK13-1	178	212	138	129
FLJ42627	65	68	60	60
PDPK2P	31	31	36	40
LOC652276	55	50	49	61
PDPK1	847	1074	1229	1406
MIR3178	0	1	0	0
CEMP1	11	8	3	2
AMDHD2	254	298	298	270
ATP6V0C	1978	2216	1868	1973
TBC1D24	328	364	604	638
NTN3	3	1	4	1
LOC729652	11	9	1	1
MIR6768	0	3	1	0
TEDC2	85	101	105	89
MIR6767	1	1	0	0
CCNF	312	348	483	605
ABCA17P	8	6	0	4
RPS16P7	6	8	2	1
ABCA3	1991	2392	865	894
MIR4717	0	0	0	0
MIR940	0	0	0	0
MIR3677	0	0	0	0
LOC106660606	2	3	2	3
RNPS1	1765	2118	1472	1645
ECI1	293	380	1787	1949
DNASE1L2	17	21	27	33
E4F1	486	525	434	485
PGP	391	469	351	380
BRICD5	20	30	25	34
MLST8	601	695	450	478
CASKIN1	278	351	313	346
TRAF7	1335	1573	2844	3088
SNORD60	29	22	15	20
SNHG19	206	326	402	456
RAB26	213	234	666	682
MIR3180-5	0	0	0	0
MIR4516	0	0	0	0
MIR6511B1	0	0	0	0
LOC105371049	0	0	1	0
MIR1225	0	0	0	0
PKD1	869	1115	2346	2515
TSC2	1321	1511	1690	1894
NTHL1	364	397	171	191
SLC9A3R2	1657	2090	2073	2159
NPW	26	31	1	3
RN7SL219P	2	2	5	1
ZNF598	1087	1264	1185	1271
SYNGR3	103	142	79	67
GFER	409	504	332	386
NOXO1	6	3	2	2
TBL3	704	861	597	647
RNF151	1	0	0	0
SNORA78	8	4	7	3
SNHG9	109	110	35	52
SNORA64	22	37	28	19
SNORA10	7	21	11	8
RPS2	8229	10256	5760	6292
NDUFB10	1660	2180	1285	1321
RPL3L	0	0	0	1
MSRB1	403	573	342	380
HS3ST6	0	1	0	0
LINC02124	0	0	0	0
LINC00254	0	0	0	0
MEIOB	37	40	1	0
FAHD1	1036	1352	493	517
HAGH	508	629	367	400
IGFALS	14	15	0	2
NUBP2	649	696	577	601
SPSB3	308	333	335	360
EME2	1154	1360	605	639
MRPS34	1094	1298	1291	1366
NME3	681	793	601	650
MIR3177	1	0	0	4
MAPK8IP3	634	646	532	633
JPT2	3112	3866	4506	4918
CRAMP1	967	1073	1027	1127
LOC105371046	0	1	0	0
TMEM204	1	2	0	0
IFT140	583	756	559	565
TELO2	537	678	475	518
PTX4	2	2	0	0
RPS3AP2	3	6	1	1
CLCN7	974	1091	1330	1435
CCDC154	9	15	4	7
PERCC1	3	4	25	24
C16orf91	248	310	204	255
TJP1P1	0	0	1	0
UNKL	289	362	279	337
GNPTG	233	261	251	273
TSR3	359	438	335	360
BAIAP3	118	123	279	304
RPS20P2	1	2	0	2
UBE2I	1533	2017	2863	2980
TPSP2	13	3	0	0
TPSP1	0	0	0	0
PRSS29P	0	1	0	0
TPSD1	0	0	0	0
TPSAB1	0	0	0	0
TPSB2	0	0	0	0
TPSG1	0	0	0	0
CACNA1H	2352	2766	5431	5770
C1QTNF8	0	1	0	0
SSTR5	2	8	81	83
SSTR5-AS1	6	9	499	514
SOX8	4	5	4	3
CEROX1	1	2	13	20
LMF1-AS1	0	0	0	0
LMF1	203	266	277	262
PRR25	5	6	1	1
GNG13	60	84	7	16
CHTF18	400	491	314	327
RPUSD1	557	686	495	519
MIR662	0	0	0	0
MSLNL	85	112	1	1
MSLN	4	11	3	5
CIAO3	286	397	360	388
HAGHL	511	586	387	419
CCDC78	395	486	197	225
ANTKMT	279	334	251	264
METRN	606	630	425	481
FBXL16	592	659	558	678
WDR24	161	181	224	225
JMJD8	666	861	629	701
STUB1	1103	1375	1168	1294
LINC02867	12	20	0	0
RHBDL1	63	77	95	84
RHOT2	930	1115	1219	1277
WDR90	107	111	62	57
LOC105371038	2	0	0	0
MCRIP2	418	527	319	346
LOC100287175	4	4	0	0
TRG-CCC2-2	0	0	0	0
METTL26	303	397	387	406
WFIKKN1	16	12	7	13
RAB40C	550	720	681	733
PIGQ	349	407	316	328
NHLRC4	3	4	0	0
PRR35	0	0	0	2
MIR3176	1	0	0	3
MIR5587	1	0	0	4
CAPN15	546	644	866	946
LINC00235	22	24	1	1
RAB11FIP3	777	893	586	659
DECR2	244	257	155	159
NME4	527	603	542	576
RPL23AP5	23	20	11	14
LOC100134368	38	41	34	33
PGAP6	554	695	1570	1751
MRPL28	639	826	866	936
AXIN1	849	1039	1118	1209
PDIA2	34	22	22	20
ARHGDIG	108	107	34	41
RGS11	15	13	4	3
FAM234A	1178	1452	1161	1242
LOC100129478	0	0	0	0
LUC7L	545	703	611	663
HBQ1	0	0	0	0
HBA1	29	30	1	0
HBA2	0	0	0	0
HBAP1	0	0	0	0
HBM	0	0	0	0
HBZP1	0	0	0	0
HBZ	0	0	0	2
NPRL3	584	655	628	665
MPG	398	489	742	813
RHBDF1	960	997	536	576
SNRNP25	305	383	305	303
POLR3K	327	384	242	265
IL9RP3	10	12	4	3
WASIR2	21	16	5	4
MIR6859-4	0	0	0	0
WASH4P	9	13	7	4
DDX11L10	1	6	0	1
DDX11L9	0	0	0	0
WASH3P	23	23	19	19
MIR1302-10	0	0	0	0
FAM138E	0	0	0	0
OR4G6P	0	0	0	0
OR4G2P	0	0	0	0
OR4F4	0	0	0	0
WBP1LP5	0	0	0	0
OR4F28P	0	0	0	0
OR4F13P	0	0	0	1
OR4F14P	0	0	9	0
OR4F15	0	0	0	0
OR4F6	0	0	0	0
GOLGA8VP	0	0	0	0
RN7SL209P	0	0	0	0
DNM1P47	0	0	0	0
LOC100128108	0	0	0	0
TARS3	108	116	199	198
RNU6-807P	3	1	1	0
TM2D3	353	409	388	395
LINC02348	14	19	1	1
SNRPCP18	0	0	0	0
PCSK6-AS1	0	0	0	0
LOC100507472	5	6	4	8
PCSK6	189	226	660	687
SNRPA1	375	478	524	514
SELENOS	596	731	531	520
CHSY1	993	1260	982	1118
LRRK1	24	47	25	26
LOC101927751	3	2	0	0
ALDH1A3	70	59	70	73
LOC105369201	73	71	88	100
PHF5HP	0	0	0	0
LOC100419174	0	0	0	0
ASB7	455	592	606	679
LINS1	214	287	226	247
RNU6-181P	0	1	0	1
LOC102723335	0	0	0	0
RNU6-322P	0	0	0	0
PRKXP1	8	14	21	29
CERS3	0	0	1	1
CERS3-AS1	0	0	0	0
SPATA41	10	12	12	12
RNA5SP402	0	0	0	0
ADAMTS17	22	25	20	9
LOC400464	0	0	0	0
RN7SL484P	0	0	0	0
DNM1P46	0	0	0	0
LYSMD4	47	56	106	116
MEF2A	394	470	782	860
RPL7P5	0	0	0	0
HNRNPA1P62	1	3	3	4
HSP90B2P	77	108	196	196
LRRC28	137	192	256	255
MIR4714	0	2	0	0
IGF1R	9013	11130	8159	8583
IRAIN	109	127	88	105
LOC100421087	0	0	0	0
FAM169B	0	0	0	0
LINC02351	0	0	0	0
LINC01582	0	0	0	0
RNU6-1186P	0	0	0	0
LINC02251	0	0	0	0
ARRDC4	937	1281	222	234
LINC00923	0	0	0	0
LOC101927310	0	0	0	0
RNA5SP401	0	0	0	0
LINC02254	0	0	0	0
RN7SL677P	0	0	1	0
RN7SKP181	0	0	0	0
SPATA8	0	0	0	0
SPATA8-AS1	0	0	0	0
FAM149B1P1	8	13	12	17
RN7SKP254	0	0	0	0
RPL31P55	2	0	1	5
PGAM1P12	0	0	0	0
TUBAP12	0	1	0	0
MIR1469	5	0	4	3
NR2F2	476	625	934	1061
NR2F2-AS1	2	8	1	0
LOC105369212	0	0	0	0
RNU2-3P	0	2	0	0
LINC00924	0	0	0	0
LINC01197	0	0	0	0
LOC440311	129	144	103	130
RPL26P5	0	0	0	2
MCTP2	0	1	141	144
H3P40	0	0	0	0
LINC01581	0	0	0	0
LINC01580	0	0	0	0
LINC01579	1	0	0	0
LINC02207	0	0	0	0
SEPHS1P2	0	0	0	0
LOC105370980	0	0	0	0
YBX2P2	3	7	2	4
RGMA	13	16	22	19
MIR3175	3	3	1	7
CHD2	3046	3699	3522	3698
CHASERR	1230	1470	967	1023
ASB9P1	31	23	1	0
LOC100652792	0	0	0	0
H2AZ2P1	16	24	21	10
RPL31P6	0	0	0	0
HMGN1P38	177	226	234	238
FAM174B	1191	1477	1115	1173
LINC00930	0	1	3	4
C15orf32	0	0	0	0
LOC104613533	0	0	0	0
ENO1P2	0	0	0	0
ST8SIA2	0	0	0	0
NPM1P5	4	1	1	6
DUXAP6	0	0	0	0
SLCO3A1	83	131	23	30
THRAP3P2	0	0	0	0
TRY-GTA12-1	0	0	0	0
CRAT37	1	1	0	0
SV2B	2	1	0	0
LOC390638	1	3	1	3
VPS33B-DT	8	8	6	3
VPS33B	293	331	309	351
PRC1-AS1	2	5	2	2
PRC1	723	834	1081	1222
RCCD1	386	485	142	159
RCCD1-AS1	0	0	2	1
UNC45A	1263	1531	1728	1768
HDDC3	292	360	168	189
MAN2A2	931	1091	1271	1337
FES	6	2	1	5
FURIN	634	687	4277	4629
RN7SL363P	0	0	0	0
BLM	196	245	306	351
LINC01585	0	0	0	0
HSPE1P3	2	2	2	4
CRTC3-AS1	2	6	2	4
CRTC3	662	810	919	1013
IQGAP1	4946	5920	6620	7304
NDUFA3P4	0	0	0	0
ZNF774	19	40	57	41
GABARAPL3	0	0	0	0
RN7SL736P	11	35	31	17
GOLGA2P8	5	5	5	1
NIFKP5	0	0	0	2
NGRN	2103	2569	3507	3778
TTLL13P	4	7	3	3
GDPGP1	110	159	348	378
CIB1	573	708	3256	3476
RPS12P26	5	9	28	55
SEMA4B	521	609	5175	5572
RN7SL346P	0	0	3	2
IDH2-DT	1	0	0	1
IDH2	2987	3738	2844	3131
ZNF710-AS1	37	35	50	48
MIR3174	1	4	1	2
ZNF710	464	599	472	528
LOC100421368	0	0	0	0
RNU7-111P	0	0	0	0
ARPIN	96	122	0	0
RNU6-1111P	0	1	3	0
MIR5009	0	2	0	0
LOC100631255	0	0	0	0
MIR5094	3	0	0	1
AP3S2	10	10	7	11
ARPIN-AP3S2	0	0	0	0
ANPEP	5	8	1	0
MESP2	2	15	0	0
MRPL15P1	0	0	0	0
MESP1	17	25	1	0
RNU6-132P	0	0	0	0
WDR93	7	5	2	1
RPL36AP43	3	3	0	1
PEX11A	300	408	119	125
PLIN1	4	12	1	3
KIF7	23	22	34	40
TICRR	187	257	292	342
LINC00928	0	0	0	0
RHCG	6	27	0	0
LOC105371031	0	1	2	1
MIR9-3	0	0	0	0
MIR9-3HG	123	192	1033	1180
TRR-TCG1-1	0	0	0	0
MIR6766	0	0	0	1
POLG	834	1037	987	1094
FANCI	619	765	1266	1337
RLBP1	0	0	0	0
HMGB1P8	12	13	20	17
RNU7-195P	0	0	0	1
ABHD2	3328	3954	5862	6305
LOC100129942	8	2	6	6
KRT18P47	0	0	0	0
MFGE8	36	51	334	319
HAPLN3	3	7	61	61
ACAN	0	0	0	1
ISG20	62	67	147	172
AEN	976	1155	758	877
MIR3529	0	0	0	0
MIR7-2	0	0	0	0
MIR1179	0	0	0	0
LINC01586	1	1	0	0
DET1	190	215	85	83
MRPS11	372	426	462	528
MRPL46	260	368	293	336
NTRK3-AS1	0	0	0	0
MED28P6	0	0	0	0
MIR11181	0	0	0	0
NTRK3	0	1	0	0
LINC00052	34	63	8	6
RNU6-185P	0	0	0	0
LOC102724452	0	0	0	0
LOC105370954	0	0	0	0
AGBL1-AS1	0	0	0	0
RNA5SP400	0	0	0	0
LINC01584	0	0	0	0
AGBL1	0	0	0	0
MIR548AP	0	0	0	0
RNU6-231P	0	0	0	0
MIR1276	0	0	0	3
KLHL25	87	85	144	160
LINC02883	1	3	2	1
RNU6-1280P	0	0	0	0
FABP5P9	1	3	2	1
RNU7-79P	0	0	0	0
AKAP13	1347	1773	2614	2905
MIR7706	0	0	0	0
ADAMTS7P4	0	0	0	0
DNM1P45	0	0	0	0
GOLGA6L3	0	0	0	0
RN7SL428P	0	0	0	0
LOC101929479	11	1	8	8
CSPG4P12	0	0	0	0
NIFKP8	0	0	3	2
PDE8A	409	528	2018	2177
HMGB1P43	0	0	0	0
RNU6-796P	0	0	0	0
RNU6-339P	0	0	0	0
SLC28A1	0	2	1	1
ALPK3	39	50	43	46
ZNF592	1253	1553	1896	2002
SEC11A	1661	2124	2791	2810
NMB	112	115	128	129
WDR73	601	688	684	670
EGLN1P1	8	12	9	15
SCAND2P	131	161	116	156
ZSCAN2	156	221	392	362
LINC00933	5	6	3	9
UBE2Q2P1	35	48	32	46
GOLGA6L5P	5	4	6	6
DNM1P40	0	0	0	0
UBE2Q2P12	0	0	0	0
DNM1P44	0	0	0	0
UBE2Q2P11	0	0	0	0
CSPG4P5	0	0	1	0
RN7SL417P	0	0	0	0
LOC100288367	0	0	2	0
UBE2Q2P8	0	0	0	0
GOLGA6L4	5	0	5	3
RN7SL331P	0	0	0	0
GOLGA2P7	31	46	47	41
LOC440300	0	0	0	0
CSPG4P11	1	3	0	1
UBE2Q2L	1	0	0	0
DNM1P41	0	0	0	0
EFL1P1	1	1	2	3
LOC642677	0	0	0	0
RNU6-1339P	0	0	0	0
TUBAP4	0	0	0	0
RNU6-401P	0	0	0	0
ADAMTSL3	14	29	29	37
SH3GL3	43	56	220	220
BNC1	5	7	1	0
HDGFL3	1386	1805	3879	4196
TM6SF1	0	1	1	0
MIR4515	0	0	0	0
FABP5P8	1	0	0	0
BTBD1	892	1186	2279	2345
C15orf40	222	255	259	251
RAMAC	137	178	155	164
HOMER2	373	539	1297	1420
WHAMM	205	278	259	281
SCARNA15	1	1	3	0
FSD2	2	0	1	0
SNHG21	33	33	80	82
ACTG1P17	1	2	1	3
LOC338963	0	0	0	0
LOC100421235	24	10	15	25
AP3B2	43	41	10	6
CPEB1-AS1	0	0	0	1
CPEB1	1	2	0	0
RPS17	26	0	0	0
GOLGA2P10	0	0	4	1
CSPG4P10	0	0	0	0
LOC102724034	0	0	0	0
UBE2Q2P2	0	0	0	0
DNM1P36	0	0	0	0
LOC103171574	0	0	0	0
UBE2Q2P6	0	0	0	0
CSPG4P9	0	0	0	1
LOC727751	4	5	2	2
GOLGA6L10	0	0	2	0
DNM1P43	0	0	0	0
DNM1P38	0	0	0	0
GOLGA6L9	0	0	0	1
RPL9P8	1	0	0	1
ADAMTS7P1	0	0	0	0
SAXO2	4	6	13	12
RNU1-77P	0	0	0	0
EFL1	597	806	833	884
LINC01583	0	0	0	0
MEX3B	111	118	205	204
LOC100288241	0	0	0	1
TMC3	0	1	0	0
TMC3-AS1	11	7	7	3
STARD5	87	128	75	75
IL16	5	3	5	2
CFAP161	5	5	2	5
ANP32BP3	0	2	0	3
TLNRD1	376	431	924	895
MIR4514	1	0	0	1
MESD	952	1176	1430	1462
MIR549A	0	0	0	0
CEMIP	42	55	161	144
ABHD17C	772	1008	2035	2171
RNU6-380P	0	0	0	0
MIR5572	0	0	0	0
LOC101929586	0	0	0	0
ARNT2	56	66	1198	1211
LINC00927	0	0	0	0
CTXND1	0	0	0	0
FAH	101	117	339	368
ZFAND6	656	859	886	935
LOC100420205	0	0	0	0
BCL2A1	0	0	0	0
FDPSP9	0	0	2	0
ST20-AS1	35	30	47	53
ST20	67	87	104	135
MTHFS	4	5	6	1
ST20-MTHFS	2	3	2	2
RNU6-667P	0	0	0	0
RPS12P25	0	0	0	0
TRC-GCA5-1	0	0	0	0
LOC390618	0	1	0	0
TFDP1P3	7	6	7	7
MINAR1	12	19	52	59
TMED3	1056	1395	1465	1652
ANKRD34C	0	0	0	0
HNRNPCP3	0	3	1	3
MIR184	0	0	0	0
ANKRD34C-AS1	0	0	0	0
LOC100129540	0	0	0	0
RASGRF1	206	260	7	3
CTSH	174	212	391	458
RNU6-415P	0	0	0	0
MORF4L1	1920	2475	3436	3469
RPL21P116	0	2	0	0
TRK-CTT1-2	0	0	0	0
LOC390614	0	0	0	0
ADAMTS7	14	17	26	30
LOC646938	0	0	0	0
DNM1P37	0	0	0	0
LOC646934	0	0	0	0
RPL18P11	3	1	0	1
CHRNB4	7	18	18	11
CHRNA3	2	8	2	1
CHRNA5	210	255	488	503
PSMA4	1938	2583	3514	3687
HYKK	52	60	99	112
IREB2	2522	3177	4083	4222
RWDD1P1	1	3	2	0
CRABP1	253	340	763	937
WDR61	645	747	987	1033
DNAJA4	562	681	1	1
ACSBG1	3	1	2	1
IDH3A	724	936	1407	1512
CIB2	0	3	2	6
SH2D7	0	0	0	0
TBC1D2B	381	455	1366	1422
LOC91450	5	9	5	8
ADAMTS7P3	0	0	0	0
COMMD4P1	1	5	8	7
RN7SL214P	0	0	0	0
LOC645752	0	0	0	0
DNM1P9	0	0	0	0
CSPG4P13	0	0	0	0
LINGO1-AS2	0	0	0	0
LINGO1-AS1	0	0	0	0
LINGO1	85	107	99	103
LOC101929457	2	2	0	0
HMG20A	412	483	809	901
LOC646853	0	1	0	0
LINC00597	2	4	0	1
HMGN1P27	0	0	0	0
PEAK1	375	464	1350	1547
TSPAN3	856	1094	3113	3350
PSTPIP1	0	0	0	0
KRT8P23	5	1	0	0
RN7SL278P	1	3	2	2
RCN2	869	1037	1101	1122
RN7SKP217	0	2	1	0
MIR3713	0	0	0	0
TRK-CTT16-1	0	0	0	0
SCAPER	183	277	479	462
ISL2	31	29	77	75
TYRO3P	8	14	14	10
ETFA	4269	5399	5672	6040
LOC101929439	3	1	3	4
TMEM266	0	0	0	2
NRG4	0	1	2	0
FBXO22	888	1051	1054	1101
RN7SL510P	0	0	0	0
UBE2Q2	890	1068	1392	1467
DNM1P49	0	0	0	1
RN7SL319P	0	0	0	0
MIR4313	0	0	0	0
PPIAP47	3	1	0	1
DNM1P35	3	2	4	1
ODF3L1	1	1	0	0
CSPG4	10	11	0	0
SNX33	524	645	1074	1104
IMP3	819	1024	633	707
SNUPN	115	160	150	159
PTPN9	669	779	1278	1272
RPL13P4	0	0	0	0
SIN3A	2190	2683	3348	3556
MAN2C1	755	964	858	994
MIR631	3	3	1	0
NEIL1	62	84	73	90
COMMD4	376	482	577	566
ANP32BP1	40	38	44	63
DNM1P34	0	0	0	0
RN7SL327P	0	0	0	0
GOLGA6D	0	0	0	0
RN7SL489P	0	0	0	0
GOLGA6C	0	0	0	0
NIFKP4	0	0	2	0
LOC105376731	0	0	0	0
C15orf39	466	562	856	970
RPL36AP45	2	2	5	1
LOC100128721	0	1	0	1
PPCDC	177	221	156	179
SCAMP5	113	155	379	359
RPP25	582	705	91	94
COX5A	880	1066	1877	1989
FAM219B	377	412	814	930
MPI	213	287	446	449
SCAMP2	1237	1454	1142	1274
MIR6882	0	0	0	0
ULK3	1133	1342	873	1037
CPLX3	2	5	1	1
LMAN1L	0	2	0	2
